File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y,Representative
51531,Broad-winged Jojo,song,A,??:??,05/10/2005,77,140,
46808,Broad-winged Jojo,call,A,0pm,0/0/0000,46,62,
33567,Broad-winged Jojo,call,A,10:00,04/27/2009,135,45,
33566,Broad-winged Jojo,"call, song",A,10:00,04/27/2009,60,76,
33565,Broad-winged Jojo,song,A,10:00,04/27/2009,59,75,
33564,Broad-winged Jojo,"call, song",A,10:00,04/27/2009,87,132,
33563,Broad-winged Jojo,"call, song",A,10:00,04/27/2009,59,84,
14955,Broad-winged Jojo,call,A,10:00,06/22/2007,67,82,
14954,Broad-winged Jojo,call,A,04:00,06/14/2007,55,53,
13689,Broad-winged Jojo,song,A,07:32,06/04/2007,61,156,
395415,Broad-winged Jojo,call,B,08:00,06/04/2017,45,49,
389986,Broad-winged Jojo,call,B,06:19,05/27/2017,70,81,
389985,Broad-winged Jojo,call,B,06:16,05/27/2017,64,75,
385856,Broad-winged Jojo,call,B,09:00,07/19/2015,56,84,
379258,Broad-winged Jojo,call,B,06:55,07/10/2017,149,160,
373461,Broad-winged Jojo,call,B,16:00,04/14/2017,46,75,
372595,Broad-winged Jojo,song,B,12:00,05/26/2017,143,54,
357148,Broad-winged Jojo,call,B,08:00,02/25/2017,39,63,
320111,Broad-winged Jojo,call,B,16:30,05/29/2016,55,79,
319446,Broad-winged Jojo,song,B,05:44,05/30/2016,33,152,
319008,Broad-winged Jojo,song,B,02:00,05/28/2016,151,158,
278199,Broad-winged Jojo,?,B,17:36,06/10/2015,38,85,
255840,Broad-winged Jojo,call,B,10:00,07/05/2015,70,157,
253869,Broad-winged Jojo,"call, song",B,08:46,03/20/2015,69,83,
253864,Broad-winged Jojo,"call, song",B,08:46,03/20/2015,133,37,
253853,Broad-winged Jojo,"call, song",B,08:44,03/20/2015,60,78,
253850,Broad-winged Jojo,"call, song",B,08:44,03/20/2015,48,80,
253355,Broad-winged Jojo,call,B,09:30,06/06/2015,79,130,
228616,Broad-winged Jojo,call,B,19:00,04/25/1999,58,76,
196882,Broad-winged Jojo,call,B,06:30,08/25/2014,79,132,
196875,Broad-winged Jojo,song,B,06:00,08/25/2014,51,74,
194599,Broad-winged Jojo,call,B,20:08,07/30/2014,33,140,
194583,Broad-winged Jojo,call,B,20:12,07/30/2014,43,73,
179051,Broad-winged Jojo,?,B,09:00,05/09/2014,70,143,
176376,Broad-winged Jojo,call,B,14:03,04/27/2014,53,69,
164751,Broad-winged Jojo,song,B,07:38,05/11/2012,56,78,
164748,Broad-winged Jojo,song,B,11:09,05/10/2012,10,147,
164744,Broad-winged Jojo,call,B,12:19,05/12/2012,129,108,
164739,Broad-winged Jojo,call,B,12:19,05/12/2012,57,74,
160321,Broad-winged Jojo,call,B,05:58,05/05/2013,45,65,
159336,Broad-winged Jojo,call,B,11:44,08/24/2012,60,77,
159277,Broad-winged Jojo,call,B,11:58,08/19/2012,58,77,
158560,Broad-winged Jojo,call,B,08:30,04/11/2013,66,81,
142861,Broad-winged Jojo,song,B,18:00,06/16/2013,75,145,
140783,Broad-winged Jojo,call,B,07:50,06/27/2013,50,79,
135668,Broad-winged Jojo,"call, song",B,10:30,05/26/2013,60,74,
135667,Broad-winged Jojo,song,B,10:30,05/26/2013,63,88,
108734,Broad-winged Jojo,call,B,19:25,08/28/2012,45,74,
103814,Broad-winged Jojo,"call, song",B,10:30,06/13/2012,58,75,
102207,Broad-winged Jojo,call,B,08:15,05/27/2012,56,73,
101243,Broad-winged Jojo,song,B,05:15,05/16/2012,36,141,
94147,Broad-winged Jojo,song,B,15:30,07/09/2011,45,76,
86466,Broad-winged Jojo,"call, song",B,15:59,07/09/2011,59,76,
82759,Broad-winged Jojo,call,B,07:15,07/03/2011,55,74,
59093,Broad-winged Jojo,Call,B,??:??,07/31/2010,53,76,
54331,Broad-winged Jojo,"call, song",B,11:00,07/12/2008,64,82,
43644,Broad-winged Jojo,call,B,08:30,06/20/2009,44,81,
17165,Broad-winged Jojo,Song,B,??:??,07/09/2007,57,76,
17162,Broad-winged Jojo,call,B,??:??,07/09/2007,62,78,
330559,Broad-winged Jojo,call,C,17:00,08/07/2016,63,76,
320501,Broad-winged Jojo,call,C,19:00,06/07/2016,61,91,
288571,Broad-winged Jojo,call,C,08:52,03/07/1998,49,64,
253903,Broad-winged Jojo,call,C,09:30,06/06/2015,125,107,
183604,Broad-winged Jojo,song,C,10:00,06/21/2014,58,77,
164742,Broad-winged Jojo,call,C,12:19,05/12/2012,60,75,
164736,Broad-winged Jojo,song,C,11:43,05/09/2013,58,79,
160341,Broad-winged Jojo,call,C,09:25,05/05/2013,56,74,
141872,Broad-winged Jojo,call,C,09:00,08/25/2012,65,92,
141537,Broad-winged Jojo,song,C,08:30,06/27/2013,42,87,
138081,Broad-winged Jojo,call,C,05:00,06/11/2013,51,76,
17164,Broad-winged Jojo,Song,C,??:??,07/09/2007,59,77,
1202,Broad-winged Jojo,song,C,??:??,07/18/2003,57,86,
369858,Broad-winged Jojo,song,D,04:45,06/25/2016,75,85,
182957,Broad-winged Jojo,song,D,14:30,06/21/2014,59,78,
172982,Broad-winged Jojo,song,D,04:30,06/17/2013,57,87,
96700,Broad-winged Jojo,call,D,09:50,09/16/2009,75,86,
388694,Canadian Cootamum,call,A,06:00,05/01/2016,32,125,
388693,Canadian Cootamum,call,A,06:00,05/01/2016,31,138,
363105,Canadian Cootamum,song,A,20:05,04/05/2017,32,148,
362651,Canadian Cootamum,call,A,19:00,04/02/2017,37,129,
360916,Canadian Cootamum,call,A,18:30,03/22/2017,52,168,
358027,Canadian Cootamum,call,A,18:28,03/05/2017,76,151,
325432,Canadian Cootamum,call,A,19:30,05/13/2016,142,99,
313736,Canadian Cootamum,song,A,20:30,04/22/2016,35,136,
309337,Canadian Cootamum,call,A,20:30,03/28/2016,28,144,
305888,Canadian Cootamum,call,A,20:23,05/25/2011,41,125,
243587,Canadian Cootamum,call,A,07:00,03/13/2015,85,133,
243586,Canadian Cootamum,call,A,06:30,03/16/2015,30,132,
237375,Canadian Cootamum,song,A,20:30,04/25/2015,76,159,
218671,Canadian Cootamum,call,A,20:00,03/20/2015,25,146,
217815,Canadian Cootamum,call,A,18:30,02/08/2015,32,136,
217766,Canadian Cootamum,call,A,06:30,03/15/2015,38,142,
166584,Canadian Cootamum,call,A,06:40,02/08/2014,34,135,
96745,Canadian Cootamum,song,A,20:00,03/13/2012,124,122,
96744,Canadian Cootamum,song,A,20:00,03/13/2012,44,158,
96743,Canadian Cootamum,song,A,20:00,03/13/2012,35,149,
96741,Canadian Cootamum,song,A,20:00,03/13/2012,58,157,
78342,Canadian Cootamum,call,A,21:38,05/15/2011,31,137,
77262,Canadian Cootamum,song,A,20:30,02/17/2011,39,141,
51754,Canadian Cootamum,song,A,21:00,03/14/2009,28,114,
31012,Canadian Cootamum,song,A,06:30,04/10/2008,37,60,
370196,Canadian Cootamum,call,B,20:00,05/12/2017,13,127,
358052,Canadian Cootamum,call,B,18:30,03/05/2017,26,141,
358026,Canadian Cootamum,call,B,18:21,03/05/2017,30,146,
325435,Canadian Cootamum,call,B,04:30,05/14/2016,38,136,
318915,Canadian Cootamum,call,B,19:00,03/28/2015,33,137,
313737,Canadian Cootamum,song,B,20:30,04/22/2016,63,147,
312946,Canadian Cootamum,call,B,19:30,04/18/2016,36,135,
308295,Canadian Cootamum,"call, song",B,20:20,03/23/2016,126,112,
306856,Canadian Cootamum,call,B,18:15,03/12/2016,33,135,
306348,Canadian Cootamum,call,B,21:05,05/28/2011,43,162,
301714,Canadian Cootamum,call,B,18:00,01/29/2016,32,134,
272302,Canadian Cootamum,call,B,06:45,02/10/2015,83,145,
217832,Canadian Cootamum,call,B,18:35,02/08/2015,30,144,
217829,Canadian Cootamum,call,B,18:33,02/08/2015,59,77,
217817,Canadian Cootamum,call,B,18:30,02/08/2015,30,128,
216516,Canadian Cootamum,call,B,06:48,02/02/2014,41,137,
216509,Canadian Cootamum,call,B,06:48,02/02/2014,32,136,
202087,Canadian Cootamum,?,B,06:00,11/10/2014,40,134,
171997,Canadian Cootamum,"call, song",B,20:15,03/26/2014,138,109,
171994,Canadian Cootamum,"call, song",B,20:15,03/26/2014,36,124,5
171991,Canadian Cootamum,"call, song",B,20:15,03/26/2014,38,135,
167153,Canadian Cootamum,song,B,18:56,02/07/2014,30,139,
138068,Canadian Cootamum,call,B,06:21,03/16/2013,100,130,
138054,Canadian Cootamum,?,B,19:44,03/11/2013,36,140,
134501,Canadian Cootamum,call,B,20:40,05/17/2013,23,144,
133923,Canadian Cootamum,call,B,21:08,05/16/2013,32,138,
133048,Canadian Cootamum,call,B,20:27,04/06/2012,34,138,
125207,Canadian Cootamum,call,B,06:27,03/16/2013,28,135,
99969,Canadian Cootamum,call,B,20:52,04/27/2012,26,149,
93791,Canadian Cootamum,call,B,20:19,01/29/2012,72,131,
93789,Canadian Cootamum,call,B,20:19,01/29/2012,53,94,
45508,Canadian Cootamum,call,B,19:10,03/16/2010,33,134,
15173,Canadian Cootamum,call,B,20:58,05/23/2007,38,139,
15171,Canadian Cootamum,call,B,20:52,05/23/2007,35,137,
305896,Canadian Cootamum,call,C,21:03,05/25/2011,75,140,
301715,Canadian Cootamum,call,C,18:00,01/29/2016,22,136,
237821,Canadian Cootamum,song,C,10:00,04/28/2015,24,124,
236020,Canadian Cootamum,call,C,20:00,04/14/2015,32,135,
217831,Canadian Cootamum,call,C,18:35,02/08/2015,36,134,
217801,Canadian Cootamum,call,C,18:29,02/08/2015,64,157,
217792,Canadian Cootamum,call,C,18:28,02/08/2015,31,134,
181303,Canadian Cootamum,call,C,04:30,05/31/2014,21,137,
129225,Canadian Cootamum,call,C,19:45,04/08/2013,36,139,
93790,Canadian Cootamum,call,C,20:19,01/29/2012,34,137,
72511,Canadian Cootamum, call,C,06:10,02/27/2011,39,126,
55153,Canadian Cootamum,?,C,02:39,04/02/2010,21,132,
51755,Canadian Cootamum,song,C,21:00,03/14/2009,73,156,
45509,Canadian Cootamum,song,C,19:10,03/16/2010,137,43,
31861,Canadian Cootamum,?,C,18:34,03/07/2009,38,144,
312954,Canadian Cootamum,call,D,19:30,04/18/2016,71,145,
311816,Canadian Cootamum,call,D,06:30,03/25/2016,40,129,
217781,Canadian Cootamum,call,D,18:25,02/08/2015,43,124,
96742,Canadian Cootamum,song,D,20:00,03/13/2012,24,135,
75443,Canadian Cootamum,song,D,19:40,03/24/2010,32,137,
31011,Canadian Cootamum,?,D,06:30,04/10/2008,30,129,
31010,Canadian Cootamum,song,D,06:30,04/10/2008,32,136,
404839,Canadian Cootamum,call,E,20:00,06/05/2017,50,134,
397439,Carries Champagne Pipit,call,no score,11:00,11/04/2017,137,158,
397437,Carries Champagne Pipit,call,no score,13:00,10/31/2017,138,46,
397429,Carries Champagne Pipit,call,no score,13:00,11/02/2017,138,46,
405209,Carries Champagne Pipit,call,A,19:22,06/20/2016,138,44,
395909,Carries Champagne Pipit,call,A,11:00,12/12/2017,139,49,
392005,Carries Champagne Pipit,call,A,07:16,11/05/2017,136,36,
356568,Carries Champagne Pipit,call,A,15:00,02/23/2017,145,51,
353842,Carries Champagne Pipit,call,A,??:??,10/04/2015,40,159,6
344102,Carries Champagne Pipit,call,A,07:00,01/08/2010,155,37,
340347,Carries Champagne Pipit,call,A,10:30,10/22/2016,136,36,
335836,Carries Champagne Pipit,call,A,08:00,09/10/1988,121,44,
334375,Carries Champagne Pipit,call,A,09:54,09/11/2016,116,23,
306883,Carries Champagne Pipit,call,A,10:30,10/19/2015,134,39,
306366,Carries Champagne Pipit,call,A,17:00,03/05/2016,78,84,
267497,Carries Champagne Pipit,call,A,09:00,04/07/2015,138,48,
256980,Carries Champagne Pipit,call,A,08:00,10/08/2014,145,39,
209669,Carries Champagne Pipit,call,A,07:57,11/16/2013,135,70,
197379,Carries Champagne Pipit,call,A,09:20,04/17/2014,42,34,
197378,Carries Champagne Pipit,song,A,09:20,04/17/2014,119,58,
162716,Carries Champagne Pipit,call,A,07:59,06/09/2013,77,129,
149851,Carries Champagne Pipit,call,A,10:15,05/13/2013,140,43,
97418,Carries Champagne Pipit,call,A,11:30,01/08/2012,56,123,
90049,Carries Champagne Pipit,call,A,??:??,11/09/2011,144,62,
65790,Carries Champagne Pipit,call,A,??:??,09/26/2010,136,41,
61943,Carries Champagne Pipit,call,A,17:00,07/31/2010,135,43,
405206,Carries Champagne Pipit,call,B,19:37,06/20/2016,136,40,
392818,Carries Champagne Pipit,call,B,12:37,12/14/2014,67,166,
391082,Carries Champagne Pipit,call,B,18:30,10/28/2017,167,22,
390051,Carries Champagne Pipit,call,B,10:00,10/15/2017,149,49,
380344,Carries Champagne Pipit,call,B,11:00,05/12/2017,91,140,
380150,Carries Champagne Pipit,song,B,11:00,05/12/2017,28,137,
367479,Carries Champagne Pipit,"call, song",B,11:00,05/02/2017,158,13,
367477,Carries Champagne Pipit,"call, song",B,10:00,05/02/2017,142,47,
358383,Carries Champagne Pipit,call,B,16:00,06/02/2016,136,38,
357183,Carries Champagne Pipit,call,B,16:00,02/26/2017,146,46,
345088,Carries Champagne Pipit,call,B,09:41,12/04/2016,143,49,
344100,Carries Champagne Pipit,call,B,11:00,12/02/2015,137,29,
338522,Carries Champagne Pipit,call,B,10:00,10/15/2016,136,32,
338521,Carries Champagne Pipit,call,B,10:15,10/15/2016,91,125,
337676,Carries Champagne Pipit,call,B,10:25,10/01/2016,82,157,
329257,Carries Champagne Pipit,call,B,11:00,06/19/2016,147,38,
303832,Carries Champagne Pipit,call,B,09:00,12/25/2015,139,45,
295504,Carries Champagne Pipit,call,B,08:30,12/16/2015,149,48,
267498,Carries Champagne Pipit,call,B,09:00,04/07/2015,85,152,
209947,Carries Champagne Pipit,call,B,07:30,12/21/2013,143,44,
198897,Carries Champagne Pipit,call,B,12:00,11/02/2013,131,59,
175348,Carries Champagne Pipit,call,B,12:00,04/19/2014,49,62,
113403,Carries Champagne Pipit,song,B,10:10,07/01/2012,86,132,
113402,Carries Champagne Pipit,call,B,10:00,07/01/2012,146,26,
101108,Carries Champagne Pipit,call,B,??:??,10/15/2012,140,46,
91419,Carries Champagne Pipit,call,B,10:12,12/13/2011,140,38,
91303,Carries Champagne Pipit,call,B,15:13,12/04/2011,135,44,
91300,Carries Champagne Pipit,call,B,15:17,12/03/2011,121,44,
91299,Carries Champagne Pipit,call,B,15:16,12/03/2011,140,62,
91298,Carries Champagne Pipit,call,B,15:09,12/04/2011,147,59,
91295,Carries Champagne Pipit,call,B,09:00,12/09/2011,142,40,
91294,Carries Champagne Pipit,call,B,09:00,12/09/2011,71,67,
91293,Carries Champagne Pipit,call,B,09:00,12/09/2011,29,103,
90340,Carries Champagne Pipit,Call,B,09:00,11/18/2011,34,137,
61960,Carries Champagne Pipit,call,B,10:00,08/06/2010,140,43,
61959,Carries Champagne Pipit,call,B,10:00,08/06/2010,128,115,
61944,Carries Champagne Pipit,call,B,17:00,07/31/2010,137,45,
44798,Carries Champagne Pipit,call,B,??:??,01/06/2010,139,44,
44797,Carries Champagne Pipit,call,B,??:??,01/06/2010,134,47,
27256,Carries Champagne Pipit,call,B,06:00,12/20/2008,148,65,
24785,Carries Champagne Pipit,call,B,09:30,11/29/2008,73,158,
405185,Carries Champagne Pipit,song,C,09:43,06/06/2016,141,41,
395981,Carries Champagne Pipit,call,C,14:00,12/12/2017,129,48,
391081,Carries Champagne Pipit,call,C,15:30,10/28/2017,107,106,
391080,Carries Champagne Pipit,call,C,15:30,10/28/2017,138,44,
390542,Carries Champagne Pipit,call,C,17:00,10/22/2017,134,52,
358132,Carries Champagne Pipit,call,C,15:30,02/01/2017,141,43,
338753,Carries Champagne Pipit,call,C,13:20,10/14/2016,140,41,
338163,Carries Champagne Pipit,call,C,10:00,10/15/2016,147,52,
328304,Carries Champagne Pipit,call,C,16:00,02/26/2016,131,39,
321515,Carries Champagne Pipit,call,C,10:20,10/11/2014,140,42,
284667,Carries Champagne Pipit,call,C,09:00,10/11/2015,137,44,
267499,Carries Champagne Pipit,call,C,09:00,05/11/2015,128,50,
199204,Carries Champagne Pipit,call,C,10:00,10/17/2014,137,46,
158454,Carries Champagne Pipit,call,C,11:30,12/05/2013,148,155,
152409,Carries Champagne Pipit,call,C,10:30,10/21/2013,152,36,
149180,Carries Champagne Pipit,call,C,08:30,09/28/2013,138,48,
147774,Carries Champagne Pipit,call,C,08:30,09/18/2013,48,66,
142690,Carries Champagne Pipit,call,C,11:00,10/09/2005,136,46,
114327,Carries Champagne Pipit,call,C,10:30,12/09/2012,139,43,
112478,Carries Champagne Pipit,call,C,16:30,10/26/2012,138,40,
111932,Carries Champagne Pipit,call,C,09:03,10/22/2012,67,140,
110812,Carries Champagne Pipit,call,C,??:??,10/06/2012,136,52,
91301,Carries Champagne Pipit,call,C,15:24,12/03/2011,142,54,
91297,Carries Champagne Pipit,call,C,15:09,12/04/2011,45,64,
91296,Carries Champagne Pipit,call,C,15:08,12/04/2011,157,152,
65137,Carries Champagne Pipit,call,C,10:00,11/07/2010,140,43,
27259,Carries Champagne Pipit,call,C,06:00,12/20/2008,132,52,
27254,Carries Champagne Pipit,call,C,06:00,12/20/2008,146,52,
389842,Carries Champagne Pipit,call,D,09:45,10/15/2017,128,47,
386671,Carries Champagne Pipit,call,D,09:24,09/18/2017,123,27,
338754,Carries Champagne Pipit,call,D,13:21,10/14/2016,119,53,
336144,Carries Champagne Pipit,call,D,08:30,09/23/2016,139,42,
205464,Carries Champagne Pipit,call,D,07:30,10/23/2014,147,36,
166440,Carries Champagne Pipit,call,D,11:30,10/09/2005,32,137,
88610,Carries Champagne Pipit,call,D,09:04,10/14/2011,141,56,
386506,Carries Champagne Pipit,call,E,12:00,09/16/2017,144,131,
199143,Carries Champagne Pipit,call,E,08:45,09/25/2014,135,43,
180593,Carries Champagne Pipit,call,E,15:00,10/13/2013,141,41,
405293,Darkwing Sparrow,song,A,06:53,04/17/2017,63,81,
405292,Darkwing Sparrow,song,A,06:51,04/17/2017,37,74,
405237,Darkwing Sparrow,song,A,08:29,04/08/2017,40,56,
405192,Darkwing Sparrow,song,A,05:57,04/18/2017,41,66,
404159,Darkwing Sparrow,call,A,13:00,01/27/2018,12,136,
403458,Darkwing Sparrow,call,A,10:00,02/24/2018,42,60,
402357,Darkwing Sparrow,call,A,12:06,02/09/2018,74,149,
402356,Darkwing Sparrow,call,A,12:05,02/09/2018,69,149,
402355,Darkwing Sparrow,call,A,12:03,02/09/2018,62,75,
402159,Darkwing Sparrow,call,A,13:29,02/07/2018,54,73,
400941,Darkwing Sparrow,song,A,11:30,01/04/2018,140,150,
396464,Darkwing Sparrow,call,A,09:00,12/10/2017,42,68,
392775,Darkwing Sparrow,call,A,14:00,01/08/2016,139,49,
392772,Darkwing Sparrow,call,A,14:51,04/21/2014,28,69,
390512,Darkwing Sparrow,call,A,09:30,10/22/2017,43,68,
388579,Darkwing Sparrow,call,A,10:00,09/23/2017,138,44,
388296,Darkwing Sparrow,song,A,05:30,09/30/2017,78,136,
388295,Darkwing Sparrow,song,A,06:00,09/30/2017,39,56,
385838,Darkwing Sparrow,call,A,09:00,06/12/2015,81,139,
384567,Darkwing Sparrow,song,A,06:17,04/14/2017,71,139,
384539,Darkwing Sparrow,"call, song",A,05:54,08/05/2017,36,61,
384490,Darkwing Sparrow,call,A,07:10,03/26/2017,69,140,
384488,Darkwing Sparrow,"call, song",A,07:05,03/26/2017,59,146,7
383538,Darkwing Sparrow,song,A,14:50,01/25/2017,138,118,
383533,Darkwing Sparrow,call,A,12:25,10/02/2016,124,124,
383292,Darkwing Sparrow,call,A,07:00,08/05/2017,30,81,
382524,Darkwing Sparrow,call,A,08:20,07/26/2017,97,125,
381853,Darkwing Sparrow,call,A,08:00,07/29/2017,136,39,
381202,Darkwing Sparrow,call,A,16:30,04/11/2017,63,79,
380358,Darkwing Sparrow,"call, song",A,10:53,06/04/2017,43,63,
379470,Darkwing Sparrow,"call, song",A,09:00,07/03/2017,39,66,
377560,Darkwing Sparrow,call,A,20:00,06/27/2017,37,73,
377559,Darkwing Sparrow,call,A,20:00,06/27/2017,46,63,
377232,Darkwing Sparrow,song,A,07:11,03/03/2017,41,64,
376566,Darkwing Sparrow,call,A,07:50,06/17/2017,40,61,
376476,Darkwing Sparrow,call,A,06:30,06/18/2017,39,63,
374569,Darkwing Sparrow,call,A,07:57,04/28/2017,36,58,
374320,Darkwing Sparrow,call,A,00:30,05/27/2017,58,141,
373844,Darkwing Sparrow,call,A,06:30,06/05/2017,57,76,
367543,Darkwing Sparrow,call,A,13:00,05/03/2017,24,72,
364541,Darkwing Sparrow,call,A,10:30,09/24/2016,24,132,
364247,Darkwing Sparrow,"call, song",A,11:00,03/24/2017,40,62,
361303,Darkwing Sparrow,call,A,18:46,03/25/2017,37,73,
358971,Darkwing Sparrow,call,A,08:00,03/11/2017,108,139,
356114,Darkwing Sparrow,call,A,09:30,02/18/2017,39,61,
352024,Darkwing Sparrow,call,A,06:30,12/29/2016,41,59,
351547,Darkwing Sparrow,song,A,07:24,01/20/2017,132,109,
349815,Darkwing Sparrow,song,A,07:00,06/30/2007,128,43,
349814,Darkwing Sparrow,song,A,07:00,05/20/2007,85,127,
344336,Darkwing Sparrow,call,A,06:35,05/07/2016,14,147,
344330,Darkwing Sparrow,song,A,05:47,05/05/2016,132,115,
344328,Darkwing Sparrow,song,A,05:34,05/05/2016,76,138,
344319,Darkwing Sparrow,"call, song",A,06:56,03/12/2016,22,73,
344306,Darkwing Sparrow,call,A,17:20,06/07/2015,38,59,
344302,Darkwing Sparrow,call,A,16:53,06/07/2015,47,63,
337609,Darkwing Sparrow,call,A,??:??,08/13/2016,142,51,
327002,Darkwing Sparrow,call,A,??:??,06/02/2016,42,67,
325716,Darkwing Sparrow,song,A,11:43,04/06/2015,70,180,
325709,Darkwing Sparrow,"call, song",A,11:31,02/22/2015,65,77,
324840,Darkwing Sparrow,"call, song",A,10:15,06/25/2016,82,135,
303718,Darkwing Sparrow,call,A,14:36,02/07/2016,77,141,
281740,Darkwing Sparrow,call,A,20:35,05/12/2007,78,135,
281739,Darkwing Sparrow,song,A,08:30,02/04/2007,83,136,
281738,Darkwing Sparrow,song,A,08:20,02/04/2007,144,158,
264941,Darkwing Sparrow,call,A,05:30,06/02/2014,57,125,
253313,Darkwing Sparrow,song,A,07:00,06/21/2015,57,151,
246976,Darkwing Sparrow,?,A,11:00,05/19/2015,75,158,
245732,Darkwing Sparrow,song,A,10:00,05/24/2015,91,142,
240216,Darkwing Sparrow,song,A,06:00,04/28/2015,136,39,
240215,Darkwing Sparrow,song,A,06:00,04/28/2015,70,154,
239375,Darkwing Sparrow,"call, song",A,07:02,04/28/2015,72,134,
237290,Darkwing Sparrow,call,A,08:30,04/25/2015,72,151,
237289,Darkwing Sparrow,call,A,08:30,04/25/2015,84,153,
236834,Darkwing Sparrow,"call, song",A,07:00,04/19/2015,59,154,
236476,Darkwing Sparrow,"call, song",A,07:00,04/18/2015,72,139,
233433,Darkwing Sparrow,"call, song",A,09:15,01/06/1999,69,157,
215043,Darkwing Sparrow,call,A,11:30,02/28/2015,73,139,
213467,Darkwing Sparrow,call,A,??:??,05/03/1986,74,146,
210486,Darkwing Sparrow,call,A,15:40,01/17/2015,73,157,
210466,Darkwing Sparrow,song,A,15:00,01/17/2015,73,151,
209059,Darkwing Sparrow,song,A,06:44,05/01/2014,58,160,
208395,Darkwing Sparrow,call,A,15:17,04/16/2014,56,153,
197467,Darkwing Sparrow,call,A,13:49,07/28/2014,78,148,
194222,Darkwing Sparrow,call,A,17:00,06/18/2003,69,159,
192306,Darkwing Sparrow,"call, song",A,08:28,04/24/2014,78,149,
192305,Darkwing Sparrow,"call, song",A,08:22,04/24/2014,69,158,
355083,Eastern Corn Skeet,call,no score,08:00,02/05/2017,92,132,
323217,Eastern Corn Skeet,song,no score,20:48,06/19/2016,84,123,
317839,Eastern Corn Skeet,call,no score,08:00,05/22/2016,85,133,
314951,Eastern Corn Skeet,song,no score,06:00,04/19/2016,80,126,
184376,Eastern Corn Skeet,call,no score,07:30,04/11/2014,70,154,
388696,Eastern Corn Skeet,song,A,06:00,04/30/2016,121,127,
385024,Eastern Corn Skeet,song,A,10:00,05/11/2017,65,90,
378993,Eastern Corn Skeet,call,A,14:27,07/03/2017,86,123,
376425,Eastern Corn Skeet,song,A,10:30,06/18/2017,47,36,
376069,Eastern Corn Skeet,song,A,07:00,06/06/2017,87,131,
375493,Eastern Corn Skeet,call,A,18:30,05/17/2017,85,131,
370485,Eastern Corn Skeet,song,A,05:35,05/12/2017,29,138,
363519,Eastern Corn Skeet,call,A,10:30,04/08/2017,93,139,
354815,Eastern Corn Skeet,call,A,11:30,01/15/2017,93,129,
344280,Eastern Corn Skeet,call,A,08:01,11/27/2016,31,134,
318747,Eastern Corn Skeet,call,A,08:10,05/22/2016,93,129,
316236,Eastern Corn Skeet,song,A,08:30,04/11/2015,94,132,
308402,Eastern Corn Skeet,song,A,12:00,03/22/2016,71,114,
179720,Eastern Corn Skeet,call,A,05:28,05/24/2014,84,121,
178126,Eastern Corn Skeet,song,A,05:20,05/11/2014,32,141,
173954,Eastern Corn Skeet,song,A,09:30,04/12/2014,127,119,
161099,Eastern Corn Skeet,"call, song",A,08:53,12/05/2013,85,124,
132866,Eastern Corn Skeet,song,A,06:24,05/06/2013,142,154,
99544,Eastern Corn Skeet,call,A,09:06,03/30/2012,40,141,
57258,Eastern Corn Skeet,song,A,05:30,06/07/2010,55,68,
49875,Eastern Corn Skeet,song,A,05:50,05/06/2010,81,115,
49046,Eastern Corn Skeet,Song,A,??:??,05/10/2010,64,149,
14858,Eastern Corn Skeet,"call, song",A,10:50,04/20/2007,86,114,
14857,Eastern Corn Skeet,"call, song",A,10:50,04/20/2007,136,100,8
14856,Eastern Corn Skeet,call,A,10:50,04/20/2007,82,119,
10175,Eastern Corn Skeet,song,A,09:10,05/14/2006,152,165,
1376,Eastern Corn Skeet,song,A,??:??,11/27/2003,96,124,
1375,Eastern Corn Skeet,call,A,??:??,11/30/2004,87,136,
373508,Eastern Corn Skeet,song,B,11:30,05/03/2017,91,119,
344645,Eastern Corn Skeet,call,B,07:44,11/29/2016,82,132,
321819,Eastern Corn Skeet,song,B,19:58,06/09/2016,84,128,
313354,Eastern Corn Skeet,song,B,17:53,04/20/2016,137,120,
310072,Eastern Corn Skeet,call,B,18:30,03/30/2016,78,129,
302533,Eastern Corn Skeet,"call, song",B,08:30,02/06/2016,57,88,
278231,Eastern Corn Skeet,song,B,09:34,05/18/2015,118,118,
244579,Eastern Corn Skeet,song,B,05:05,05/16/2015,85,131,
208942,Eastern Corn Skeet,song,B,10:32,11/26/2014,77,129,
191964,Eastern Corn Skeet,song,B,14:45,03/28/2012,87,128,
184379,Eastern Corn Skeet,call,B,07:15,11/16/2013,70,140,
184378,Eastern Corn Skeet,song,B,06:34,05/17/2012,89,127,
184377,Eastern Corn Skeet,call,B,07:30,04/12/2014,80,130,
182331,Eastern Corn Skeet,song,B,08:30,04/30/2002,46,56,
179848,Eastern Corn Skeet,song,B,09:37,05/24/2014,92,134,
179719,Eastern Corn Skeet,song,B,04:45,05/24/2014,84,128,
176000,Eastern Corn Skeet,song,B,12:30,04/15/2014,84,130,
170055,Eastern Corn Skeet,song,B,08:00,03/15/2014,88,129,
165234,Eastern Corn Skeet,call,B,07:00,01/22/2014,83,130,
160470,Eastern Corn Skeet,song,B,07:49,05/18/2013,123,108,
158055,Eastern Corn Skeet,call,B,14:37,12/15/2013,69,61,
150242,Eastern Corn Skeet,song,B,09:41,10/08/2013,88,124,
138039,Eastern Corn Skeet,song,B,11:00,06/11/2013,86,131,
